xc_id,scientific_name,common_name_id,country,quality,duration,license_type,xc_url,split_note
XC150706,Geopelia striata,Perkutut Jawa,Malaysia,E,0:24,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://xeno-canto.org/150706,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC60755,Geopelia striata,Perkutut Jawa,Thailand,E,0:08,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/60755,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC46440,Geopelia striata,Perkutut Jawa,Taiwan,E,0:01,https://creativecommons.org/licenses/by-nc-nd/2.5/,https://xeno-canto.org/46440,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC926073,Passer montanus,Burung Gereja Erasia,Sweden,A,0:49,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/926073,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC899206,Passer montanus,Burung Gereja Erasia,Mongolia,A,1:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/899206,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC615967,Passer montanus,Burung Gereja Erasia,Estonia,A,0:35,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/615967,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC612037,Passer montanus,Burung Gereja Erasia,Estonia,A,0:50,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/612037,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC591488,Passer montanus,Burung Gereja Erasia,Hungary,A,0:32,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/591488,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC534345,Passer montanus,Burung Gereja Erasia,Austria,A,0:23,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/534345,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC463012,Passer montanus,Burung Gereja Erasia,Poland,A,2:39,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/463012,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC263657,Passer montanus,Burung Gereja Erasia,United Kingdom,A,0:45,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/263657,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC210487,Passer montanus,Burung Gereja Erasia,Poland,A,1:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/210487,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC181535,Passer montanus,Burung Gereja Erasia,United Kingdom,A,0:52,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/181535,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC168215,Passer montanus,Burung Gereja Erasia,United Kingdom,A,3:22,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://xeno-canto.org/168215,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC168210,Passer montanus,Burung Gereja Erasia,United Kingdom,A,0:47,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://xeno-canto.org/168210,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1089945,Passer montanus,Burung Gereja Erasia,Poland,B,0:33,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1089945,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1047147,Passer montanus,Burung Gereja Erasia,China,B,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1047147,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC981010,Passer montanus,Burung Gereja Erasia,Finland,B,1:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/981010,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC799601,Passer montanus,Burung Gereja Erasia,Sweden,B,0:06,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/799601,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC793644,Passer montanus,Burung Gereja Erasia,China,B,0:37,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/793644,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC788836,Passer montanus,Burung Gereja Erasia,Portugal,B,0:20,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/788836,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC758097,Passer montanus,Burung Gereja Erasia,Germany,B,0:08,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/758097,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC741697,Passer montanus,Burung Gereja Erasia,Poland,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/741697,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC729400,Passer montanus,Burung Gereja Erasia,China,B,4:46,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/729400,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC725400,Passer montanus,Burung Gereja Erasia,Ukraine,B,2:00,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/725400,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC720872,Passer montanus,Burung Gereja Erasia,Ukraine,B,1:32,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/720872,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC720869,Passer montanus,Burung Gereja Erasia,Ukraine,B,1:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/720869,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC532259,Passer montanus,Burung Gereja Erasia,Italy,B,1:25,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/532259,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC530495,Passer montanus,Burung Gereja Erasia,Malaysia,B,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/530495,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC509523,Passer montanus,Burung Gereja Erasia,Romania,B,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/509523,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC462607,Passer montanus,Burung Gereja Erasia,Poland,B,0:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/462607,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC457063,Passer montanus,Burung Gereja Erasia,Ukraine,B,1:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/457063,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC411913,Passer montanus,Burung Gereja Erasia,Mongolia,B,1:08,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/411913,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC373431,Passer montanus,Burung Gereja Erasia,Netherlands,B,0:05,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/373431,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC343096,Passer montanus,Burung Gereja Erasia,Poland,B,0:15,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/343096,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC341540,Passer montanus,Burung Gereja Erasia,Portugal,B,0:38,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/341540,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC314019,Passer montanus,Burung Gereja Erasia,Ukraine,B,1:01,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/314019,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC312622,Passer montanus,Burung Gereja Erasia,Germany,B,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/312622,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC310095,Passer montanus,Burung Gereja Erasia,Russian Federation,B,0:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/310095,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC253430,Passer montanus,Burung Gereja Erasia,Indonesia,B,0:28,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/253430,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC182224,Passer montanus,Burung Gereja Erasia,Russian Federation,B,0:42,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/182224,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC177681,Passer montanus,Burung Gereja Erasia,United Kingdom,B,0:17,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/177681,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC167543,Passer montanus,Burung Gereja Erasia,United Kingdom,B,1:48,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://xeno-canto.org/167543,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC146277,Passer montanus,Burung Gereja Erasia,United Kingdom,B,3:39,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://xeno-canto.org/146277,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC729723,Passer montanus,Burung Gereja Erasia,China,C,1:54,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/729723,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC698651,Passer montanus,Burung Gereja Erasia,United Kingdom,C,1:40,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/698651,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC697595,Passer montanus,Burung Gereja Erasia,United Kingdom,C,1:11,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/697595,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC580972,Passer montanus,Burung Gereja Erasia,United Kingdom,C,4:50,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/580972,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC579245,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:53,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/579245,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC509802,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:11,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/509802,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC497592,Passer montanus,Burung Gereja Erasia,Malaysia,C,0:13,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/497592,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC485875,Passer montanus,Burung Gereja Erasia,Poland,C,0:14,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/485875,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC480492,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:42,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/480492,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC458042,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:38,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/458042,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC456920,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:14,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/456920,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC454128,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:41,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/454128,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC444760,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:59,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/444760,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC442264,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:08,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/442264,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC404247,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:25,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/404247,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC402320,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:43,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/402320,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC394923,Passer montanus,Burung Gereja Erasia,United Kingdom,C,1:03,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/394923,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC386154,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:29,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/386154,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC347807,Passer montanus,Burung Gereja Erasia,Philippines,C,0:25,https://creativecommons.org/licenses/by-sa/4.0/,https://xeno-canto.org/347807,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC332276,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:47,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/332276,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC328767,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:30,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/328767,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC299458,Passer montanus,Burung Gereja Erasia,United Kingdom,C,1:20,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/299458,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC298788,Passer montanus,Burung Gereja Erasia,United Kingdom,C,4:06,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/298788,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC288392,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:58,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/288392,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC288022,Passer montanus,Burung Gereja Erasia,United Kingdom,C,1:51,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/288022,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC286703,Passer montanus,Burung Gereja Erasia,United Kingdom,C,3:00,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/286703,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC285130,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:51,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/285130,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC268024,Passer montanus,Burung Gereja Erasia,United Kingdom,C,2:02,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/268024,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC213259,Passer montanus,Burung Gereja Erasia,United Kingdom,C,0:48,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/213259,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC200025,Passer montanus,Burung Gereja Erasia,Belgium,C,0:04,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/200025,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC194185,Passer montanus,Burung Gereja Erasia,Denmark,C,0:49,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/194185,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC185503,Passer montanus,Burung Gereja Erasia,Uzbekistan,C,1:03,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/185503,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC168162,Passer montanus,Burung Gereja Erasia,United Kingdom,C,3:09,https://creativecommons.org/licenses/by-nc-nd/3.0/,https://xeno-canto.org/168162,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC149613,Passer montanus,Burung Gereja Erasia,Russian Federation,C,1:48,https://creativecommons.org/licenses/by-nc-sa/3.0/,https://xeno-canto.org/149613,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC673548,Passer montanus,Burung Gereja Erasia,Germany,D,1:13,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/673548,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC625446,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:16,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/625446,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC615145,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:42,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/615145,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC456334,Passer montanus,Burung Gereja Erasia,United Kingdom,D,1:01,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/456334,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC454012,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:32,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/454012,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC349635,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:50,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/349635,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC298211,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:53,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/298211,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC293683,Passer montanus,Burung Gereja Erasia,United Kingdom,D,0:44,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/293683,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1098654,Pycnonotus aurigaster,Cucak Kutilang,China,A,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1098654,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1075097,Pycnonotus aurigaster,Cucak Kutilang,Indonesia,A,1:16,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1075097,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1073417,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,1:19,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1073417,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1070700,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,1:09,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1070700,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC1007326,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,0:06,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/1007326,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC954978,Pycnonotus aurigaster,Cucak Kutilang,Indonesia,A,1:18,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/954978,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC950619,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,0:51,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/950619,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC902294,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,1:55,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/902294,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883960,Pycnonotus aurigaster,Cucak Kutilang,China,A,0:15,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883960,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883691,Pycnonotus aurigaster,Cucak Kutilang,China,A,2:08,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883691,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883688,Pycnonotus aurigaster,Cucak Kutilang,China,A,0:41,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883688,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883684,Pycnonotus aurigaster,Cucak Kutilang,China,A,1:13,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883684,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883682,Pycnonotus aurigaster,Cucak Kutilang,China,A,1:10,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883682,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC883680,Pycnonotus aurigaster,Cucak Kutilang,China,A,0:44,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/883680,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC847140,Pycnonotus aurigaster,Cucak Kutilang,Malaysia,A,0:08,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://xeno-canto.org/847140,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC823878,Pycnonotus aurigaster,Cucak Kutilang,Indonesia,A,0:26,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/823878,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
XC804158,Pycnonotus aurigaster,Cucak Kutilang,Thailand,A,1:53,https://creativecommons.org/licenses/by-nc-sa/4.0/,https://xeno-canto.org/804158,Split determined at segment level (not recording level). Ratio: ~80% train / ~10% validation / ~10% test using random.seed(42) based on cumulative duration per species.
