filename,spesies,frekuensi_dominan_hz,frekuensi_fundamental_hz
Passer montanus_f28_c4_rain.png,Passer montanus,4261.68,3390.28
Passer montanus_f28_c4_wind.png,Passer montanus,3038.65,3449.54
Passer montanus_f28_c5.png,Passer montanus,3791.93,3351.34
Passer montanus_f28_c50.png,Passer montanus,3487.3,3145.03
Passer montanus_f28_c50_rain.png,Passer montanus,3691.06,3145.03
Passer montanus_f28_c50_wind.png,Passer montanus,3034.87,3108.9
Passer montanus_f28_c51.png,Passer montanus,3004.02,1031.5
Passer montanus_f28_c51_rain.png,Passer montanus,3207.88,1031.5
Passer montanus_f28_c51_wind.png,Passer montanus,2734.39,229.74
Passer montanus_f28_c52.png,Passer montanus,2996.53,1067.87
Passer montanus_f28_c52_rain.png,Passer montanus,3455.01,1080.28
Passer montanus_f28_c52_wind.png,Passer montanus,2913.91,1074.06
Passer montanus_f28_c53.png,Passer montanus,3350.08,3312.85
Passer montanus_f28_c53_rain.png,Passer montanus,3832.63,3312.85
Passer montanus_f28_c53_wind.png,Passer montanus,3171.11,3351.34
Passer montanus_f28_c54.png,Passer montanus,3364.52,3073.19
Passer montanus_f28_c54_rain.png,Passer montanus,3922.39,3073.19
Passer montanus_f28_c54_wind.png,Passer montanus,3253.74,3073.19
Passer montanus_f28_c55.png,Passer montanus,3188.13,3029.15
Passer montanus_f28_c55_rain.png,Passer montanus,3807.4,3029.15
Passer montanus_f28_c55_wind.png,Passer montanus,3141.36,3029.15
Passer montanus_f28_c56.png,Passer montanus,3230.54,3332.04
Passer montanus_f28_c56_rain.png,Passer montanus,3366.09,3332.04
Passer montanus_f28_c56_wind.png,Passer montanus,2948.96,3332.04
Passer montanus_f28_c57.png,Passer montanus,3474.74,3274.8
Passer montanus_f28_c57_rain.png,Passer montanus,4129.97,3274.8
Passer montanus_f28_c57_wind.png,Passer montanus,3432.87,3274.8
Passer montanus_f28_c5_rain.png,Passer montanus,4672.08,3351.34
Passer montanus_f28_c5_wind.png,Passer montanus,3579.96,3351.34
Passer montanus_f28_c6.png,Passer montanus,3625.7,3265.37
Passer montanus_f28_c6_rain.png,Passer montanus,3896.44,3255.94
Passer montanus_f28_c6_wind.png,Passer montanus,3280.27,3332.04
Passer montanus_f28_c7.png,Passer montanus,3553.52,3255.94
Passer montanus_f28_c7_rain.png,Passer montanus,4526.04,3237.24
Passer montanus_f28_c7_wind.png,Passer montanus,2669.01,288.62
Passer montanus_f28_c8.png,Passer montanus,3392.63,2884.0
Passer montanus_f28_c8_rain.png,Passer montanus,4385.58,2599.21
Passer montanus_f28_c8_wind.png,Passer montanus,2440.93,3237.18
Passer montanus_f28_c9.png,Passer montanus,3567.81,3469.53
Passer montanus_f28_c9_rain.png,Passer montanus,4396.82,3429.68
Passer montanus_f28_c9_wind.png,Passer montanus,2899.99,3409.92
Passer montanus_f29_c1.png,Passer montanus,4145.77,4055.1
Passer montanus_f29_c10.png,Passer montanus,3854.82,4031.75
Passer montanus_f29_c10_rain.png,Passer montanus,4653.98,224.49
Passer montanus_f29_c10_wind.png,Passer montanus,3249.76,231.07
Passer montanus_f29_c11.png,Passer montanus,1150.55,3883.33
Passer montanus_f29_c11_rain.png,Passer montanus,5115.66,3997.78
Passer montanus_f29_c11_wind.png,Passer montanus,2012.35,4055.1
Passer montanus_f29_c1_rain.png,Passer montanus,4456.89,4008.53
Passer montanus_f29_c1_wind.png,Passer montanus,3509.55,4008.53
Passer montanus_f29_c2.png,Passer montanus,4237.85,3509.84
Passer montanus_f29_c2_rain.png,Passer montanus,4706.99,4422.12
Passer montanus_f29_c2_wind.png,Passer montanus,3407.03,243.4
Passer montanus_f29_c3.png,Passer montanus,4554.16,4447.74
Passer montanus_f29_c3_rain.png,Passer montanus,4829.04,4499.42
Passer montanus_f29_c3_wind.png,Passer montanus,3999.84,4447.74
Passer montanus_f29_c4.png,Passer montanus,3991.44,451.59
Passer montanus_f29_c4_rain.png,Passer montanus,4323.4,451.59
Passer montanus_f29_c4_wind.png,Passer montanus,3191.48,443.84
Passer montanus_f29_c5.png,Passer montanus,3969.89,464.82
Passer montanus_f29_c5_rain.png,Passer montanus,4334.23,464.82
Passer montanus_f29_c5_wind.png,Passer montanus,3547.96,467.51
Passer montanus_f29_c6.png,Passer montanus,4135.07,4008.53
Passer montanus_f29_c6_rain.png,Passer montanus,4752.78,4296.23
Passer montanus_f29_c6_wind.png,Passer montanus,3511.35,4259.33
Passer montanus_f29_c7.png,Passer montanus,4032.84,486.8
Passer montanus_f29_c7_rain.png,Passer montanus,4934.41,557.58
Passer montanus_f29_c7_wind.png,Passer montanus,3651.72,489.62
Passer montanus_f29_c8.png,Passer montanus,3883.99,472.94
Passer montanus_f29_c8_rain.png,Passer montanus,4686.49,475.68
Passer montanus_f29_c8_wind.png,Passer montanus,3243.06,464.82
Passer montanus_f29_c9.png,Passer montanus,4261.8,3894.41
Passer montanus_f29_c9_rain.png,Passer montanus,5001.82,2039.33
Passer montanus_f29_c9_wind.png,Passer montanus,3533.11,478.44
Passer montanus_f2_c1.png,Passer montanus,5290.06,4447.74
Passer montanus_f2_c1_rain.png,Passer montanus,5165.36,4551.7
Passer montanus_f2_c1_wind.png,Passer montanus,3126.56,4525.48
Passer montanus_f2_c2.png,Passer montanus,5291.21,4078.59
Passer montanus_f2_c2_rain.png,Passer montanus,5235.02,4525.48
Passer montanus_f2_c2_wind.png,Passer montanus,3574.87,4422.12
Passer montanus_f2_c3.png,Passer montanus,5433.7,996.36
Passer montanus_f2_c3_rain.png,Passer montanus,5245.91,4321.12
Passer montanus_f2_c3_wind.png,Passer montanus,2795.75,4283.86
Passer montanus_f2_c4.png,Passer montanus,5439.62,918.96
Passer montanus_f2_c4_rain.png,Passer montanus,5218.72,4198.11
Passer montanus_f2_c4_wind.png,Passer montanus,4894.5,965.21
Passer montanus_f2_c8.png,Passer montanus,5460.35,935.02
Passer montanus_f2_c8_rain.png,Passer montanus,5186.26,4551.7
Passer montanus_f2_c8_wind.png,Passer montanus,3541.88,217.47
Passer montanus_f2_c9.png,Passer montanus,5452.25,935.02
Passer montanus_f2_c9_rain.png,Passer montanus,5182.0,4551.7
Passer montanus_f2_c9_wind.png,Passer montanus,5080.01,4551.7
Passer montanus_f30_c1.png,Passer montanus,3789.91,4222.43
Passer montanus_f30_c10.png,Passer montanus,4061.88,4078.59
Passer montanus_f30_c10_rain.png,Passer montanus,5271.0,4371.33
Passer montanus_f30_c10_wind.png,Passer montanus,2790.85,4321.12
Passer montanus_f30_c11.png,Passer montanus,3845.27,3740.09
Passer montanus_f30_c11_rain.png,Passer montanus,5203.97,4525.48
Passer montanus_f30_c11_wind.png,Passer montanus,2902.54,3985.44
Passer montanus_f30_c12.png,Passer montanus,3826.07,3827.51
Passer montanus_f30_c12_rain.png,Passer montanus,4913.08,4008.53
Passer montanus_f30_c12_wind.png,Passer montanus,2910.24,4604.59
Passer montanus_f30_c13.png,Passer montanus,3796.56,3718.55
Passer montanus_f30_c13_rain.png,Passer montanus,5038.83,3509.84
Passer montanus_f30_c13_wind.png,Passer montanus,3030.05,3939.66
Passer montanus_f30_c14.png,Passer montanus,3743.18,3530.17
Passer montanus_f30_c14_rain.png,Passer montanus,5127.33,4604.59
Passer montanus_f30_c14_wind.png,Passer montanus,2579.66,3265.37
Passer montanus_f30_c15.png,Passer montanus,3483.55,549.58
Passer montanus_f30_c15_rain.png,Passer montanus,5039.26,4565.04
Passer montanus_f30_c15_wind.png,Passer montanus,2947.3,4422.12
Passer montanus_f30_c16.png,Passer montanus,3503.39,533.94
Passer montanus_f30_c16_rain.png,Passer montanus,4535.37,527.8
Passer montanus_f30_c16_wind.png,Passer montanus,2959.69,533.94
Passer montanus_f30_c17.png,Passer montanus,3908.35,4102.22
Passer montanus_f30_c17_rain.png,Passer montanus,5059.96,3429.68
Passer montanus_f30_c17_wind.png,Passer montanus,2322.66,229.74
Passer montanus_f30_c18.png,Passer montanus,3957.23,4296.23
Passer montanus_f30_c18_rain.png,Passer montanus,4890.0,4102.22
Passer montanus_f30_c18_wind.png,Passer montanus,2788.05,4371.4
Passer montanus_f30_c19.png,Passer montanus,3679.0,3489.62
Passer montanus_f30_c19_rain.png,Passer montanus,5144.96,4604.59
Passer montanus_f30_c19_wind.png,Passer montanus,2533.05,270.86
Passer montanus_f30_c1_rain.png,Passer montanus,4768.15,4308.68
Passer montanus_f30_c1_wind.png,Passer montanus,2714.99,4321.12
Passer montanus_f30_c2.png,Passer montanus,3694.43,4055.1
Passer montanus_f30_c20.png,Passer montanus,3935.82,3962.48
Passer montanus_f30_c20_rain.png,Passer montanus,5167.06,4712.21
Passer montanus_f30_c20_wind.png,Passer montanus,2987.99,4685.07
Passer montanus_f30_c21.png,Passer montanus,3681.12,3540.4
Passer montanus_f30_c21_rain.png,Passer montanus,5210.84,4591.33
Passer montanus_f30_c21_wind.png,Passer montanus,2365.69,4564.88
Passer montanus_f30_c22.png,Passer montanus,3650.91,3550.62
Passer montanus_f30_c22_rain.png,Passer montanus,5073.37,540.14
Passer montanus_f30_c22_wind.png,Passer montanus,2538.02,578.91
Passer montanus_f30_c23.png,Passer montanus,3514.46,3509.84
Passer montanus_f30_c23_rain.png,Passer montanus,4511.11,3530.17
Passer montanus_f30_c23_wind.png,Passer montanus,2508.1,544.84
Passer montanus_f30_c24.png,Passer montanus,3584.58,4020.14
Passer montanus_f30_c24_rain.png,Passer montanus,4330.03,4031.75
Passer montanus_f30_c24_wind.png,Passer montanus,3114.4,4346.15
Passer montanus_f30_c25.png,Passer montanus,3998.07,4308.68
Passer montanus_f30_c25_rain.png,Passer montanus,4931.39,4525.48
Passer montanus_f30_c25_wind.png,Passer montanus,3023.11,4422.12
Passer montanus_f30_c26.png,Passer montanus,3916.02,4173.93
Passer montanus_f30_c26_rain.png,Passer montanus,4518.98,4173.93
Passer montanus_f30_c26_wind.png,Passer montanus,2748.06,4308.68
Passer montanus_f30_c27.png,Passer montanus,3607.16,3675.83
Passer montanus_f30_c27_rain.png,Passer montanus,4351.05,3697.13
Passer montanus_f30_c27_wind.png,Passer montanus,2998.86,3571.19
Passer montanus_f30_c28.png,Passer montanus,3540.33,524.76
Passer montanus_f30_c28_rain.png,Passer montanus,4852.24,3973.96
Passer montanus_f30_c28_wind.png,Passer montanus,2423.74,573.97
Passer montanus_f30_c29.png,Passer montanus,3614.93,627.68
Passer montanus_f30_c29_rain.png,Passer montanus,5030.46,537.03
Passer montanus_f30_c29_wind.png,Passer montanus,2851.47,533.94
Passer montanus_f30_c2_rain.png,Passer montanus,5039.71,4246.89
Passer montanus_f30_c2_wind.png,Passer montanus,2963.3,4102.22
Passer montanus_f30_c3.png,Passer montanus,3635.57,540.14
Passer montanus_f30_c30.png,Passer montanus,3674.72,537.03
Passer montanus_f30_c30_rain.png,Passer montanus,5134.77,4409.39
Passer montanus_f30_c30_wind.png,Passer montanus,2962.73,4008.53
Passer montanus_f30_c31.png,Passer montanus,3505.02,530.86
Passer montanus_f30_c31_rain.png,Passer montanus,4630.77,533.94
Passer montanus_f30_c31_wind.png,Passer montanus,2318.89,509.82
Passer montanus_f30_c32.png,Passer montanus,3632.83,3894.48
Passer montanus_f30_c32_rain.png,Passer montanus,5141.75,4396.73
Passer montanus_f30_c32_wind.png,Passer montanus,2298.3,521.74
Passer montanus_f30_c33.png,Passer montanus,3972.96,4551.7
Passer montanus_f30_c33_rain.png,Passer montanus,5190.37,4499.42
Passer montanus_f30_c33_wind.png,Passer montanus,2751.98,4499.42
Passer montanus_f30_c34.png,Passer montanus,3890.21,4525.48
Passer montanus_f30_c34_rain.png,Passer montanus,5041.71,4538.59
Passer montanus_f30_c34_wind.png,Passer montanus,3082.61,4434.93
Passer montanus_f30_c35.png,Passer montanus,3460.12,555.97
Passer montanus_f30_c35_rain.png,Passer montanus,4528.87,559.19
Passer montanus_f30_c35_wind.png,Passer montanus,2383.19,4222.43
Passer montanus_f30_c36.png,Passer montanus,3469.42,4685.07
Passer montanus_f30_c36_rain.png,Passer montanus,4502.23,4739.51
Passer montanus_f30_c36_wind.png,Passer montanus,2914.17,4823.08
Passer montanus_f30_c3_rain.png,Passer montanus,4959.59,4396.65
Passer montanus_f30_c3_wind.png,Passer montanus,2498.32,428.55
Passer montanus_f30_c4.png,Passer montanus,3721.59,3591.88
Passer montanus_f30_c4_rain.png,Passer montanus,4804.96,3872.05
Passer montanus_f30_c4_wind.png,Passer montanus,3144.8,626.17
Passer montanus_f30_c5.png,Passer montanus,3733.2,4173.93
Passer montanus_f30_c5_rain.png,Passer montanus,4159.34,4137.94
Passer montanus_f30_c5_wind.png,Passer montanus,3428.98,4246.89
Passer montanus_f30_c6.png,Passer montanus,3669.81,3740.09
Passer montanus_f30_c6_rain.png,Passer montanus,4276.59,3750.92
Passer montanus_f30_c6_wind.png,Passer montanus,3055.85,4173.93
Passer montanus_f30_c7.png,Passer montanus,3683.37,4008.53
Passer montanus_f30_c7_rain.png,Passer montanus,4816.72,4308.68
Passer montanus_f30_c7_wind.png,Passer montanus,3315.12,540.14
Passer montanus_f30_c8.png,Passer montanus,3850.05,3718.55
Passer montanus_f30_c8_rain.png,Passer montanus,4685.56,3675.83
Passer montanus_f30_c8_wind.png,Passer montanus,3458.88,3750.92
Passer montanus_f30_c9.png,Passer montanus,3579.1,3783.54
Passer montanus_f30_c9_rain.png,Passer montanus,5025.29,4525.48
Passer montanus_f30_c9_wind.png,Passer montanus,2463.32,282.85
Passer montanus_f31_c1.png,Passer montanus,4441.95,6253.82
Passer montanus_f31_c1_rain.png,Passer montanus,4839.66,6308.48
Passer montanus_f31_c1_wind.png,Passer montanus,3999.15,6253.82
Passer montanus_f31_c2.png,Passer montanus,4671.4,6040.8
Passer montanus_f31_c2_rain.png,Passer montanus,4765.43,5919.92
Passer montanus_f31_c2_wind.png,Passer montanus,4546.65,5937.02
Passer montanus_f31_c3.png,Passer montanus,4736.94,6939.05
Passer montanus_f31_c3_rain.png,Passer montanus,4975.67,6939.05
Passer montanus_f31_c3_wind.png,Passer montanus,4058.42,6939.05
Passer montanus_f31_c4.png,Passer montanus,1065.99,6182.1
Passer montanus_f31_c4_rain.png,Passer montanus,5090.96,6182.1
Passer montanus_f31_c4_wind.png,Passer montanus,2149.34,6182.1
Passer montanus_f32_c1.png,Passer montanus,3163.29,3675.83
Passer montanus_f32_c10.png,Passer montanus,3425.01,3633.61
Passer montanus_f32_c10_rain.png,Passer montanus,5007.19,3827.76
Passer montanus_f32_c10_wind.png,Passer montanus,2201.32,3675.83
Passer montanus_f32_c11.png,Passer montanus,3390.57,3761.75
Passer montanus_f32_c11_rain.png,Passer montanus,4780.44,3783.54
Passer montanus_f32_c11_wind.png,Passer montanus,2738.21,3805.46
Passer montanus_f32_c12.png,Passer montanus,2957.32,462.14
Passer montanus_f32_c12_rain.png,Passer montanus,4937.28,446.4
Passer montanus_f32_c12_wind.png,Passer montanus,2610.56,443.83
Passer montanus_f32_c13.png,Passer montanus,3316.08,3571.19
Passer montanus_f32_c13_rain.png,Passer montanus,5070.72,216.85
Passer montanus_f32_c13_wind.png,Passer montanus,2626.76,3697.19
Passer montanus_f32_c14.png,Passer montanus,3409.75,3805.46
Passer montanus_f32_c14_rain.png,Passer montanus,5127.89,3644.26
Passer montanus_f32_c14_wind.png,Passer montanus,2399.39,434.95
Passer montanus_f32_c15.png,Passer montanus,3726.34,3675.83
Passer montanus_f32_c15_rain.png,Passer montanus,4773.8,3849.68
Passer montanus_f32_c15_wind.png,Passer montanus,2403.99,219.36
Passer montanus_f32_c16.png,Passer montanus,3562.71,3633.61
Passer montanus_f32_c16_rain.png,Passer montanus,4896.41,3697.13
Passer montanus_f32_c16_wind.png,Passer montanus,2204.57,3718.55
Passer montanus_f32_c17.png,Passer montanus,3335.53,3633.61
Passer montanus_f32_c17_rain.png,Passer montanus,4776.0,3602.28
Passer montanus_f32_c17_wind.png,Passer montanus,2591.68,3429.68
Passer montanus_f32_c18.png,Passer montanus,3391.34,3996.98
Passer montanus_f32_c18_rain.png,Passer montanus,5033.83,200.0
Passer montanus_f32_c18_wind.png,Passer montanus,2695.01,555.97
Passer montanus_f32_c19.png,Passer montanus,3252.53,530.86
Passer montanus_f32_c19_rain.png,Passer montanus,4700.29,3894.41
Passer montanus_f32_c19_wind.png,Passer montanus,2776.04,527.8
Passer montanus_f32_c1_rain.png,Passer montanus,4994.87,0.0
Passer montanus_f32_c1_wind.png,Passer montanus,1994.62,210.67
Passer montanus_f32_c2.png,Passer montanus,3395.01,3550.62
Passer montanus_f32_c20.png,Passer montanus,3187.39,616.88
Passer montanus_f32_c20_rain.png,Passer montanus,5021.57,201.16
Passer montanus_f32_c20_wind.png,Passer montanus,2215.04,509.82
Passer montanus_f32_c21.png,Passer montanus,3547.16,3894.41
Passer montanus_f32_c21_rain.png,Passer montanus,5012.2,3939.73
Passer montanus_f32_c21_wind.png,Passer montanus,2166.51,3827.57
Passer montanus_f32_c22.png,Passer montanus,3500.57,3761.75
Passer montanus_f32_c22_rain.png,Passer montanus,4967.92,3675.83
Passer montanus_f32_c22_wind.png,Passer montanus,2768.73,3718.55
Passer montanus_f32_c23.png,Passer montanus,3452.78,3871.98
Passer montanus_f32_c23_rain.png,Passer montanus,4968.84,3805.46
Passer montanus_f32_c23_wind.png,Passer montanus,2433.32,423.79
Passer montanus_f32_c24.png,Passer montanus,3618.32,3489.62
Passer montanus_f32_c24_rain.png,Passer montanus,4806.03,416.5
Passer montanus_f32_c24_wind.png,Passer montanus,2877.08,336.36
Passer montanus_f32_c2_rain.png,Passer montanus,5202.63,202.32
Passer montanus_f32_c2_wind.png,Passer montanus,2386.7,3633.61
Passer montanus_f32_c3.png,Passer montanus,3647.6,3697.13
Passer montanus_f32_c3_rain.png,Passer montanus,5089.75,3883.2
Passer montanus_f32_c3_wind.png,Passer montanus,2133.03,215.6
Passer montanus_f32_c4.png,Passer montanus,4128.47,4712.21
Passer montanus_f32_c4_rain.png,Passer montanus,5245.82,5228.53
Passer montanus_f32_c4_wind.png,Passer montanus,3004.72,5228.53
Passer montanus_f32_c5.png,Passer montanus,3914.25,4149.89
Passer montanus_f32_c5_rain.png,Passer montanus,5277.66,214.41
Passer montanus_f32_c5_wind.png,Passer montanus,2467.47,4055.1
Passer montanus_f32_c6.png,Passer montanus,3709.47,4125.98
Passer montanus_f32_c6_rain.png,Passer montanus,5145.23,203.5
Passer montanus_f32_c6_wind.png,Passer montanus,2435.56,5304.78
Passer montanus_f32_c7.png,Passer montanus,3606.31,3939.66
Passer montanus_f32_c7_rain.png,Passer montanus,5172.84,4726.02
Passer montanus_f32_c7_wind.png,Passer montanus,2736.41,4126.05
Passer montanus_f32_c8.png,Passer montanus,3536.71,3654.66
Passer montanus_f32_c8_rain.png,Passer montanus,5154.52,210.67
Passer montanus_f32_c8_wind.png,Passer montanus,2584.86,3916.97
Passer montanus_f32_c9.png,Passer montanus,3739.09,3985.44
Passer montanus_f32_c9_rain.png,Passer montanus,5175.46,4604.59
Passer montanus_f32_c9_wind.png,Passer montanus,2787.03,4371.4
Passer montanus_f33_c1.png,Passer montanus,3421.94,0.0
Passer montanus_f33_c1_rain.png,Passer montanus,3664.63,0.0
Passer montanus_f33_c1_wind.png,Passer montanus,3300.9,214.98
Passer montanus_f33_c2.png,Passer montanus,3527.61,0.0
Passer montanus_f33_c2_rain.png,Passer montanus,3783.82,0.0
Passer montanus_f33_c2_wind.png,Passer montanus,3412.83,233.76
Passer montanus_f33_c3.png,Passer montanus,3177.85,0.0
Passer montanus_f33_c3_rain.png,Passer montanus,3941.25,221.91
Passer montanus_f33_c3_wind.png,Passer montanus,3147.96,204.68
Passer montanus_f34_c1.png,Passer montanus,3306.47,0.0
Passer montanus_f34_c1_rain.png,Passer montanus,3938.41,4346.15
Passer montanus_f34_c1_wind.png,Passer montanus,3131.95,0.0
Passer montanus_f34_c2.png,Passer montanus,2642.72,0.0
Passer montanus_f34_c2_rain.png,Passer montanus,3511.74,0.0
Passer montanus_f34_c2_wind.png,Passer montanus,2581.85,0.0
Passer montanus_f34_c3.png,Passer montanus,1889.94,1161.17
Passer montanus_f34_c3_rain.png,Passer montanus,3754.73,0.0
Passer montanus_f34_c3_wind.png,Passer montanus,1791.21,0.0
Passer montanus_f34_c4.png,Passer montanus,1991.55,5094.4
Passer montanus_f34_c4_rain.png,Passer montanus,3662.24,5109.11
Passer montanus_f34_c4_wind.png,Passer montanus,1799.09,0.0
Passer montanus_f34_c5.png,Passer montanus,1746.15,0.0
Passer montanus_f34_c5_rain.png,Passer montanus,2910.21,0.0
Passer montanus_f34_c5_wind.png,Passer montanus,1681.79,0.0
Passer montanus_f34_c6.png,Passer montanus,2628.18,1151.15
Passer montanus_f34_c6_rain.png,Passer montanus,3626.66,1164.52
Passer montanus_f34_c6_wind.png,Passer montanus,2403.11,1154.48
Passer montanus_f34_c7.png,Passer montanus,1063.43,0.0
Passer montanus_f34_c7_rain.png,Passer montanus,3599.75,215.6
Passer montanus_f34_c7_wind.png,Passer montanus,1530.6,207.05
Passer montanus_f35_c1.png,Passer montanus,3687.32,3718.55
Passer montanus_f35_c10.png,Passer montanus,3833.9,484.0
Passer montanus_f35_c10_rain.png,Passer montanus,5006.74,4296.23
Passer montanus_f35_c10_wind.png,Passer montanus,2766.16,4125.98
Passer montanus_f35_c11.png,Passer montanus,4118.44,4333.64
Passer montanus_f35_c11_rain.png,Passer montanus,4914.39,4271.56
Passer montanus_f35_c11_wind.png,Passer montanus,3182.42,4434.93
Passer montanus_f35_c12.png,Passer montanus,3667.92,4090.41
Passer montanus_f35_c12_rain.png,Passer montanus,4644.26,4149.89
Passer montanus_f35_c12_wind.png,Passer montanus,2710.01,4222.43
Passer montanus_f35_c13.png,Passer montanus,3935.7,4125.98
Passer montanus_f35_c13_rain.png,Passer montanus,4899.38,4055.1
Passer montanus_f35_c13_wind.png,Passer montanus,3087.08,4271.49
Passer montanus_f35_c14.png,Passer montanus,4008.76,4043.43
Passer montanus_f35_c14_rain.png,Passer montanus,5037.35,4447.74
Passer montanus_f35_c14_wind.png,Passer montanus,3166.79,4434.93
Passer montanus_f35_c15.png,Passer montanus,3965.7,4371.33
Passer montanus_f35_c15_rain.png,Passer montanus,4627.2,4371.33
Passer montanus_f35_c15_wind.png,Passer montanus,3082.48,4409.39
Passer montanus_f35_c16.png,Passer montanus,4142.96,4447.74
Passer montanus_f35_c16_rain.png,Passer montanus,4773.09,4578.07
Passer montanus_f35_c16_wind.png,Passer montanus,2990.24,4383.99
Passer montanus_f35_c17.png,Passer montanus,4218.71,4447.74
Passer montanus_f35_c17_rain.png,Passer montanus,4672.22,4447.74
Passer montanus_f35_c17_wind.png,Passer montanus,3436.06,4499.42
Passer montanus_f35_c18.png,Passer montanus,4069.06,4102.22
Passer montanus_f35_c18_rain.png,Passer montanus,4750.77,4078.59
Passer montanus_f35_c18_wind.png,Passer montanus,3281.98,4246.89
Passer montanus_f35_c19.png,Passer montanus,4024.23,4161.91
Passer montanus_f35_c19_rain.png,Passer montanus,4934.52,4321.12
Passer montanus_f35_c19_wind.png,Passer montanus,2699.74,4198.11
Passer montanus_f35_c1_rain.png,Passer montanus,4811.39,4551.7
Passer montanus_f35_c1_wind.png,Passer montanus,3160.02,462.14
Passer montanus_f35_c2.png,Passer montanus,3190.83,475.68
Passer montanus_f35_c20.png,Passer montanus,4072.16,3894.41
Passer montanus_f35_c20_rain.png,Passer montanus,4965.71,4008.53
Passer montanus_f35_c20_wind.png,Passer montanus,3481.82,4008.53
Passer montanus_f35_c21.png,Passer montanus,3718.5,3489.62
Passer montanus_f35_c21_rain.png,Passer montanus,4940.46,4125.98
Passer montanus_f35_c21_wind.png,Passer montanus,2657.84,4149.89
Passer montanus_f35_c22.png,Passer montanus,3858.77,4125.98
Passer montanus_f35_c22_rain.png,Passer montanus,4931.94,4222.43
Passer montanus_f35_c22_wind.png,Passer montanus,3203.46,4173.93
Passer montanus_f35_c23.png,Passer montanus,4039.17,4078.59
Passer montanus_f35_c23_rain.png,Passer montanus,4693.27,4102.22
Passer montanus_f35_c23_wind.png,Passer montanus,2945.79,4125.98
Passer montanus_f35_c24.png,Passer montanus,4153.79,4296.23
Passer montanus_f35_c24_rain.png,Passer montanus,4831.27,4371.33
Passer montanus_f35_c24_wind.png,Passer montanus,3546.79,4396.65
Passer montanus_f35_c25.png,Passer montanus,4234.24,4222.43
Passer montanus_f35_c25_rain.png,Passer montanus,4841.21,4271.49
Passer montanus_f35_c25_wind.png,Passer montanus,3638.92,4222.43
Passer montanus_f35_c26.png,Passer montanus,4350.61,4198.11
Passer montanus_f35_c26_rain.png,Passer montanus,4887.34,4198.11
Passer montanus_f35_c26_wind.png,Passer montanus,3002.01,4346.15
Passer montanus_f35_c27.png,Passer montanus,4362.54,4409.39
Passer montanus_f35_c27_rain.png,Passer montanus,4902.87,4473.5
Passer montanus_f35_c27_wind.png,Passer montanus,3717.79,4422.12
Passer montanus_f35_c28.png,Passer montanus,4255.75,4499.42
Passer montanus_f35_c28_rain.png,Passer montanus,4910.53,4551.7
Passer montanus_f35_c28_wind.png,Passer montanus,3204.26,4564.88
Passer montanus_f35_c29.png,Passer montanus,4252.27,4447.74
Passer montanus_f35_c29_rain.png,Passer montanus,4938.76,4538.59
Passer montanus_f35_c29_wind.png,Passer montanus,3077.43,4604.59
Passer montanus_f35_c2_rain.png,Passer montanus,4301.46,464.82
Passer montanus_f35_c2_wind.png,Passer montanus,2496.88,4186.44
Passer montanus_f35_c3.png,Passer montanus,3258.85,475.68
Passer montanus_f35_c30.png,Passer montanus,4475.68,4658.09
Passer montanus_f35_c30_rain.png,Passer montanus,4887.69,4658.09
Passer montanus_f35_c30_wind.png,Passer montanus,3526.57,4658.09
Passer montanus_f35_c31.png,Passer montanus,4456.8,4371.33
Passer montanus_f35_c31_rain.png,Passer montanus,4891.3,4685.07
Passer montanus_f35_c31_wind.png,Passer montanus,3131.28,4739.51
Passer montanus_f35_c32.png,Passer montanus,4361.96,4658.09
Passer montanus_f35_c32_rain.png,Passer montanus,4817.01,4631.26
Passer montanus_f35_c32_wind.png,Passer montanus,3758.03,4658.09
Passer montanus_f35_c33.png,Passer montanus,4234.46,4525.48
Passer montanus_f35_c33_rain.png,Passer montanus,4963.82,4685.07
Passer montanus_f35_c33_wind.png,Passer montanus,3375.52,4739.51
Passer montanus_f35_c34.png,Passer montanus,3955.08,4712.21
Passer montanus_f35_c34_rain.png,Passer montanus,4385.01,4739.51
Passer montanus_f35_c34_wind.png,Passer montanus,3381.55,4739.51
Passer montanus_f35_c35.png,Passer montanus,4122.08,4935.07
Passer montanus_f35_c35_rain.png,Passer montanus,4631.79,4878.39
Passer montanus_f35_c35_wind.png,Passer montanus,3360.75,4671.58
Passer montanus_f35_c36.png,Passer montanus,4201.28,4698.64
Passer montanus_f35_c36_rain.png,Passer montanus,5061.93,4992.42
Passer montanus_f35_c36_wind.png,Passer montanus,2978.93,4631.26
Passer montanus_f35_c37.png,Passer montanus,4045.01,4685.07
Passer montanus_f35_c37_rain.png,Passer montanus,4543.3,4739.51
Passer montanus_f35_c37_wind.png,Passer montanus,3356.96,4864.34
Passer montanus_f35_c38.png,Passer montanus,4174.85,4920.86
Passer montanus_f35_c38_rain.png,Passer montanus,4731.71,4935.07
Passer montanus_f35_c38_wind.png,Passer montanus,3056.21,5065.05
Passer montanus_f35_c39.png,Passer montanus,4300.01,4658.09
Passer montanus_f35_c39_rain.png,Passer montanus,4983.42,4850.29
Passer montanus_f35_c39_wind.png,Passer montanus,3255.14,4963.66
Passer montanus_f35_c3_rain.png,Passer montanus,4513.18,472.94
Passer montanus_f35_c3_wind.png,Passer montanus,2932.69,475.68
