filepath,filename,species,duration_sec,sample_rate,silence_ratio,rms,peak_amp,clipping_ratio,estimated_snr_db,active_segments,status,notes
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC291489.mp3,XC291489.mp3,Passer montanus,18.08,44100,0.294,0.006777615286409855,0.2846543490886688,0.0,14.78,38,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC29162.mp3,XC29162.mp3,Passer montanus,47.23,44100,0.002,0.05552585795521736,0.5529441833496094,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292969.mp3,XC292969.mp3,Passer montanus,14.26,48000,0.0,0.002302691573277116,0.03746217116713524,0.0,50.0,1,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292970.mp3,XC292970.mp3,Passer montanus,94.51,48000,0.28,0.004660709761083126,0.15180040895938873,0.0,17.85,384,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292971.mp3,XC292971.mp3,Passer montanus,33.98,48000,0.0,0.004010897595435381,0.09592914581298828,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292972.mp3,XC292972.mp3,Passer montanus,26.59,48000,0.01,0.004015445243567228,0.09164036810398102,0.0,50.0,13,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292973.mp3,XC292973.mp3,Passer montanus,88.97,48000,0.081,0.008086181245744228,0.15123187005519867,0.0,17.34,179,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC292974.mp3,XC292974.mp3,Passer montanus,38.14,48000,0.166,0.008866881020367146,0.1698119044303894,0.0,18.94,136,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293663.mp3,XC293663.mp3,Passer montanus,7.08,44100,0.002,0.014287262223660946,0.11043467372655869,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293665.mp3,XC293665.mp3,Passer montanus,233.93,48000,0.077,0.018668292090296745,0.7242395877838135,0.0,16.6,253,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293666.mp3,XC293666.mp3,Passer montanus,44.78,48000,0.0,0.010279018431901932,0.2600371837615967,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293667.mp3,XC293667.mp3,Passer montanus,116.78,48000,0.422,0.02040584571659565,0.4491478502750397,0.0,19.85,246,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293668.mp3,XC293668.mp3,Passer montanus,69.7,48000,0.039,0.012438790872693062,0.42485469579696655,0.0,50.0,76,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293669.mp3,XC293669.mp3,Passer montanus,71.9,48000,0.039,0.010221998207271099,0.2586217522621155,0.0,50.0,67,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293670.mp3,XC293670.mp3,Passer montanus,73.58,48000,0.16,0.013352172449231148,0.6173325777053833,0.0,15.32,120,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293671.mp3,XC293671.mp3,Passer montanus,62.95,48000,0.001,0.008301418274641037,0.264132022857666,0.0,50.0,5,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293672.mp3,XC293672.mp3,Passer montanus,43.92,48000,0.159,0.014223242178559303,0.5456488728523254,0.0,16.34,96,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293674.mp3,XC293674.mp3,Passer montanus,171.48,48000,0.514,0.019649378955364227,0.9565641283988953,0.0,18.23,344,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293676.mp3,XC293676.mp3,Passer montanus,220.27,48000,0.522,0.019035380333662033,0.7174959182739258,0.0,20.29,432,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293678.mp3,XC293678.mp3,Passer montanus,102.31,48000,0.503,0.02405073679983616,0.7148194313049316,0.0,23.36,210,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293680.mp3,XC293680.mp3,Passer montanus,116.47,48000,0.603,0.006917037069797516,0.3429622948169708,0.0,17.64,221,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293681.mp3,XC293681.mp3,Passer montanus,71.02,48000,0.465,0.00800296664237976,0.27914175391197205,0.0,18.91,195,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293683.mp3,XC293683.mp3,Passer montanus,44.9,48000,0.774,0.013670354150235653,0.8902837038040161,0.0,23.11,80,REJECT,Terlalu banyak silence (77.4%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293686.mp3,XC293686.mp3,Passer montanus,252.02,48000,0.819,0.01028535608202219,0.8058937788009644,0.0,22.99,297,REJECT,Terlalu banyak silence (81.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293934.mp3,XC293934.mp3,Passer montanus,70.5,44100,0.001,0.002352283801883459,0.07693817466497421,0.0,50.0,1,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC293935.mp3,XC293935.mp3,Passer montanus,29.6,44100,0.002,0.0014137194957584143,0.03232958912849426,0.0,50.0,1,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC295546.mp3,XC295546.mp3,Passer montanus,431.78,44100,0.32,0.004289303440600634,0.2009086012840271,0.0,12.04,1718,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296860.mp3,XC296860.mp3,Passer montanus,110.52,48000,0.79,0.006170779932290316,0.27712610363960266,0.0,22.98,174,REJECT,Terlalu banyak silence (79.0%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296861.mp3,XC296861.mp3,Passer montanus,45.31,48000,0.061,0.003381592221558094,0.14630110561847687,0.0,11.02,114,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296877.mp3,XC296877.mp3,Passer montanus,39.7,48000,0.341,0.007213363889604807,0.2366335093975067,0.0,17.1,182,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296945.mp3,XC296945.mp3,Passer montanus,67.8,48000,0.0,0.005744469817727804,0.14611417055130005,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296946.mp3,XC296946.mp3,Passer montanus,18.55,48000,0.0,0.0034542588982731104,0.09269694983959198,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296951.mp3,XC296951.mp3,Passer montanus,250.97,48000,0.481,0.0048000141978263855,0.2164829522371292,0.0,13.87,1539,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296953.mp3,XC296953.mp3,Passer montanus,213.86,48000,0.915,0.003624556353315711,0.39650359749794006,0.0,15.72,267,REJECT,Terlalu banyak silence (91.5%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296954.mp3,XC296954.mp3,Passer montanus,250.2,48000,0.942,0.004836549982428551,0.6999362111091614,0.0,26.47,146,REJECT,Terlalu banyak silence (94.2%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC296955.mp3,XC296955.mp3,Passer montanus,98.83,48000,0.742,0.004265577532351017,0.32913899421691895,0.0,14.89,417,REJECT,Terlalu banyak silence (74.2%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297706.mp3,XC297706.mp3,Passer montanus,128.28,48000,0.809,0.005817763041704893,0.37963640689849854,0.0,23.14,151,REJECT,Terlalu banyak silence (80.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297900.mp3,XC297900.mp3,Passer montanus,112.58,48000,0.385,0.004606528207659721,0.19752341508865356,0.0,13.2,554,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297901.mp3,XC297901.mp3,Passer montanus,64.06,48000,0.0,0.004497208166867495,0.11614041030406952,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297903.mp3,XC297903.mp3,Passer montanus,86.62,48000,0.535,0.009024671278893948,0.3985710144042969,0.0,15.94,443,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297904.mp3,XC297904.mp3,Passer montanus,50.74,48000,0.005,0.008768371306359768,0.22042801976203918,0.0,50.0,17,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297905.mp3,XC297905.mp3,Passer montanus,61.94,48000,0.167,0.010599051602184772,0.31869056820869446,0.0,15.12,273,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297907.mp3,XC297907.mp3,Passer montanus,125.33,48000,0.275,0.0044211153872311115,0.2361920326948166,0.0,11.09,930,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297908.mp3,XC297908.mp3,Passer montanus,165.7,48000,0.507,0.007322271820157766,0.3759070634841919,0.0,15.67,1058,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297909.mp3,XC297909.mp3,Passer montanus,174.53,48000,0.522,0.00599333830177784,0.3062094748020172,0.0,13.03,1156,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297910.mp3,XC297910.mp3,Passer montanus,209.47,48000,0.378,0.009213193319737911,0.40129542350769043,0.0,15.92,1358,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297912.mp3,XC297912.mp3,Passer montanus,64.75,48000,0.002,0.005568085703998804,0.13949987292289734,0.0,50.0,10,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297913.mp3,XC297913.mp3,Passer montanus,62.81,48000,0.566,0.005041144788265228,0.3349873721599579,0.0,12.18,484,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297914.mp3,XC297914.mp3,Passer montanus,181.44,48000,0.322,0.010170389898121357,0.3558846116065979,0.0,16.21,1073,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC297915.mp3,XC297915.mp3,Passer montanus,171.65,48000,0.807,0.010334351100027561,0.7514553666114807,0.0,19.77,407,REJECT,Terlalu banyak silence (80.7%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298089.mp3,XC298089.mp3,Passer montanus,75.24,48000,0.235,0.02697095461189747,0.43806177377700806,0.0,15.48,285,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298095.mp3,XC298095.mp3,Passer montanus,164.14,48000,0.24,0.011622792109847069,0.5685381293296814,0.0,11.57,1058,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298192.mp3,XC298192.mp3,Passer montanus,112.15,48000,0.035,0.01135065034031868,0.29564428329467773,0.0,50.0,162,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298198.mp3,XC298198.mp3,Passer montanus,116.74,48000,0.049,0.008994121104478836,0.3008890748023987,0.0,50.0,253,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298210.mp3,XC298210.mp3,Passer montanus,141.14,48000,0.0,0.009857825934886932,0.15015539526939392,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298211.mp3,XC298211.mp3,Passer montanus,53.21,48000,0.0,0.010377882048487663,0.22789470851421356,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298784.mp3,XC298784.mp3,Passer montanus,127.66,48000,0.029,0.06549622118473053,1.0021541118621826,0.0004110951630631241,50.0,140,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298788.mp3,XC298788.mp3,Passer montanus,246.65,48000,0.839,0.010433287359774113,0.8407610654830933,0.0,18.05,622,REJECT,Terlalu banyak silence (83.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298789.mp3,XC298789.mp3,Passer montanus,135.29,48000,0.0,0.019087502732872963,0.20851776003837585,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298790.mp3,XC298790.mp3,Passer montanus,58.78,48000,0.0,0.015294665470719337,0.18066301941871643,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298793.mp3,XC298793.mp3,Passer montanus,185.3,48000,0.062,0.007136658299714327,0.3110382556915283,0.0,10.48,479,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298794.mp3,XC298794.mp3,Passer montanus,129.7,48000,0.011,0.00780963571742177,0.26925739645957947,0.0,50.0,84,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298795.mp3,XC298795.mp3,Passer montanus,199.39,48000,0.259,0.0133286751806736,0.5989331603050232,0.0,13.05,1123,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298796.mp3,XC298796.mp3,Passer montanus,50.06,48000,0.377,0.009780134074389935,0.6215550303459167,0.0,13.12,368,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298799.mp3,XC298799.mp3,Passer montanus,118.01,48000,0.0,0.03067341446876526,0.4367045760154724,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298800.mp3,XC298800.mp3,Passer montanus,69.77,48000,0.0,0.023859599605202675,0.19816339015960693,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298801.mp3,XC298801.mp3,Passer montanus,77.86,48000,0.0,0.02231154404580593,0.16805419325828552,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC298802.mp3,XC298802.mp3,Passer montanus,43.3,48000,0.0,0.021875804290175438,0.213130384683609,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299221.mp3,XC299221.mp3,Passer montanus,74.11,48000,0.0,0.015958167612552643,0.23483532667160034,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299222.mp3,XC299222.mp3,Passer montanus,54.55,48000,0.008,0.016669340431690216,0.6332423686981201,0.0,50.0,26,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299223.mp3,XC299223.mp3,Passer montanus,61.87,48000,0.001,0.009383865632116795,0.25784191489219666,0.0,50.0,4,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299230.mp3,XC299230.mp3,Passer montanus,60.26,48000,0.015,0.005264622159302235,0.2513344883918762,0.0,50.0,56,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299280.mp3,XC299280.mp3,Passer montanus,200.14,48000,0.001,0.013548637740314007,0.39431244134902954,0.0,50.0,8,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299281.mp3,XC299281.mp3,Passer montanus,136.44,48000,0.019,0.013717842288315296,0.37911278009414673,0.0,50.0,126,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299282.mp3,XC299282.mp3,Passer montanus,96.74,48000,0.0,0.011666372418403625,0.17755964398384094,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299283.mp3,XC299283.mp3,Passer montanus,106.08,48000,0.001,0.011922691017389297,0.38162004947662354,0.0,50.0,8,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299284.mp3,XC299284.mp3,Passer montanus,34.2,48000,0.0,0.010250206105411053,0.2042364478111267,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299291.mp3,XC299291.mp3,Passer montanus,85.61,48000,0.181,0.014953277073800564,0.4777480363845825,0.0,17.17,459,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299394.mp3,XC299394.mp3,Passer montanus,69.43,48000,0.54,0.011014222167432308,0.7901934385299683,0.0,14.33,397,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299395.mp3,XC299395.mp3,Passer montanus,67.73,48000,0.371,0.008231711573898792,0.6146906614303589,0.0,13.11,556,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299396.mp3,XC299396.mp3,Passer montanus,77.62,48000,0.0,0.014573994092643261,0.126332625746727,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299397.mp3,XC299397.mp3,Passer montanus,250.3,48000,0.0,0.01177862286567688,0.10792060941457748,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299445.mp3,XC299445.mp3,Passer montanus,170.4,48000,0.0,0.017750252038240433,0.3965490460395813,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299446.mp3,XC299446.mp3,Passer montanus,92.42,48000,0.0,0.03035305067896843,0.24587664008140564,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299447.mp3,XC299447.mp3,Passer montanus,59.4,48000,0.0,0.007246322464197874,0.1500343680381775,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299457.mp3,XC299457.mp3,Passer montanus,77.02,48000,0.0,0.009219036437571049,0.14979013800621033,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299458.mp3,XC299458.mp3,Passer montanus,80.66,48000,0.0,0.011654066853225231,0.20886936783790588,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299459.mp3,XC299459.mp3,Passer montanus,45.38,48000,0.0,0.014317258261144161,0.20668745040893555,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299505.mp3,XC299505.mp3,Passer montanus,9.62,48000,0.002,0.015884269028902054,0.29345351457595825,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299549.mp3,XC299549.mp3,Passer montanus,72.78,44100,0.0,0.0059686629101634026,0.16739404201507568,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299739.mp3,XC299739.mp3,Passer montanus,40.58,48000,0.0,0.005200137384235859,0.07560808956623077,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299740.mp3,XC299740.mp3,Passer montanus,48.84,48000,0.0,0.004635019693523645,0.11582192033529282,0.0,50.0,2,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299741.mp3,XC299741.mp3,Passer montanus,19.39,48000,0.0,0.004568510688841343,0.05658246949315071,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299742.mp3,XC299742.mp3,Passer montanus,27.26,48000,0.0,0.004645150154829025,0.11559729278087616,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299750.mp3,XC299750.mp3,Passer montanus,58.56,48000,0.0,0.007536480203270912,0.14187070727348328,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC299850.mp3,XC299850.mp3,Passer montanus,222.84,48000,0.605,0.021485701203346252,1.0322281122207642,4.3940152764017915e-06,16.86,1158,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC300996.mp3,XC300996.mp3,Passer montanus,34.22,48000,0.0,0.003627368248999119,0.1181400865316391,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC303777.mp3,XC303777.mp3,Passer montanus,103.46,48000,0.542,0.022212287411093712,0.46407076716423035,0.0,24.18,190,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC303887.mp3,XC303887.mp3,Passer montanus,187.61,48000,0.244,0.02720683440566063,0.7033641934394836,0.0,18.41,477,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304052.mp3,XC304052.mp3,Passer montanus,178.56,48000,0.609,0.011434664949774742,0.5248229503631592,0.0,20.92,438,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304055.mp3,XC304055.mp3,Passer montanus,129.12,48000,0.28,0.03331242874264717,1.0225814580917358,5.001769174161119e-06,15.01,334,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304142.mp3,XC304142.mp3,Passer montanus,5.59,44100,0.006,0.012676434591412544,0.2079942226409912,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304279.mp3,XC304279.mp3,Passer montanus,10.94,48000,0.001,0.011988061480224133,0.25553134083747864,0.0,50.0,1,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304303.mp3,XC304303.mp3,Passer montanus,59.5,48000,0.558,0.0022534034214913845,0.14675885438919067,0.0,11.04,304,REJECT,Energi suara terlalu lemah (RMS kecil)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304304.mp3,XC304304.mp3,Passer montanus,99.67,48000,0.815,0.008630639873445034,0.6284569501876831,0.0,27.01,125,REJECT,Terlalu banyak silence (81.5%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304305.mp3,XC304305.mp3,Passer montanus,157.94,48000,0.801,0.011311564594507217,0.7332344055175781,0.0,27.07,201,REJECT,Terlalu banyak silence (80.1%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304307.mp3,XC304307.mp3,Passer montanus,248.4,48000,0.786,0.007507569156587124,0.609419584274292,0.0,24.54,368,REJECT,Terlalu banyak silence (78.6%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304308.mp3,XC304308.mp3,Passer montanus,80.69,48000,0.829,0.006732180714607239,0.38341620564460754,0.0,23.45,118,REJECT,Terlalu banyak silence (82.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304484.mp3,XC304484.mp3,Passer montanus,39.74,48000,0.812,0.006709546782076359,0.3055059313774109,0.0,24.89,56,REJECT,Terlalu banyak silence (81.2%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304487.mp3,XC304487.mp3,Passer montanus,70.32,48000,0.736,0.010442651808261871,0.5307828187942505,0.0,26.73,127,REJECT,Terlalu banyak silence (73.6%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304488.mp3,XC304488.mp3,Passer montanus,26.16,48000,0.721,0.010262244381010532,0.4030246436595917,0.0,26.39,55,REJECT,Terlalu banyak silence (72.1%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304491.mp3,XC304491.mp3,Passer montanus,83.66,48000,0.769,0.012484585866332054,0.6637043952941895,0.0,28.4,137,REJECT,Terlalu banyak silence (76.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304494.mp3,XC304494.mp3,Passer montanus,160.87,48000,0.74,0.00981162115931511,0.554652750492096,0.0,25.43,328,REJECT,Terlalu banyak silence (74.0%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304497.mp3,XC304497.mp3,Passer montanus,100.56,48000,0.668,0.004465051461011171,0.31126514077186584,0.0,21.73,254,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304499.mp3,XC304499.mp3,Passer montanus,124.1,48000,0.79,0.010112041607499123,0.5603062510490417,0.0,26.07,201,REJECT,Terlalu banyak silence (79.0%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304501.mp3,XC304501.mp3,Passer montanus,168.65,48000,0.802,0.005044059827923775,0.45018139481544495,0.0,23.15,311,REJECT,Terlalu banyak silence (80.2%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304502.mp3,XC304502.mp3,Passer montanus,251.04,48000,0.753,0.008488050661981106,0.4807763993740082,0.0,23.91,370,REJECT,Terlalu banyak silence (75.3%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304535.mp3,XC304535.mp3,Passer montanus,25.92,48000,0.77,0.007793001364916563,0.47383439540863037,0.0,25.41,52,REJECT,Terlalu banyak silence (77.0%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304536.mp3,XC304536.mp3,Passer montanus,47.16,48000,0.661,0.01143601629883051,0.4240023195743561,0.0,25.04,94,PASS,OK
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304537.mp3,XC304537.mp3,Passer montanus,96.6,48000,0.769,0.00578644871711731,0.3192809224128723,0.0,23.15,209,REJECT,Terlalu banyak silence (76.9%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304538.mp3,XC304538.mp3,Passer montanus,133.82,48000,0.854,0.007095503620803356,0.4371645450592041,0.0,28.74,122,REJECT,Terlalu banyak silence (85.4%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304539.mp3,XC304539.mp3,Passer montanus,211.32,48000,0.857,0.004968989174813032,0.3718768358230591,0.0,25.59,239,REJECT,Terlalu banyak silence (85.7%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304540.mp3,XC304540.mp3,Passer montanus,235.92,48000,0.82,0.008420404978096485,0.5276690721511841,0.0,27.04,270,REJECT,Terlalu banyak silence (82.0%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304541.mp3,XC304541.mp3,Passer montanus,118.63,48000,0.825,0.008168473839759827,0.7109616994857788,0.0,27.44,141,REJECT,Terlalu banyak silence (82.5%)
E:\TUGAS AKHIR\dataset burung\download dataset\dataset\Passer montanus\XC304542.mp3,XC304542.mp3,Passer montanus,79.7,48000,0.847,0.00693014869466424,0.4373997151851654,0.0,27.54,92,REJECT,Terlalu banyak silence (84.7%)
