id_xc,nama_ilmiah,nama_indonesia,negara,lokasi,kualitas,durasi,nama_file,status,alasan
XC212156,Passer montanus,Burung Gereja Erasia,China,"Sheung Wan Civic Centre (near  Hong Kong), Central And Western District, Hong Kong Island",B,0:40,XC212156.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC208210,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:49,XC208210.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC207534,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:41,XC207534.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC207531,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,3:30,XC207531.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC207530,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,2:59,XC207530.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC206522,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:23,XC206522.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC205110,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",B,1:33,XC205110.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC205103,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",B,0:21,XC205103.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC203303,Passer montanus,Burung Gereja Erasia,United Kingdom,"Cresswell, Northumberland, England",B,0:20,XC203303.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC202313,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",B,3:02,XC202313.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC201628,Passer montanus,Burung Gereja Erasia,Netherlands,Uden - Zuid,B,0:09,XC201628.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC201570,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",B,4:52,XC201570.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC201439,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:01,XC201439.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC198183,Passer montanus,Burung Gereja Erasia,Sweden,"Fysingen, Uppland",B,1:01,XC198183.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC197533,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,3:41,XC197533.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC192405,Passer montanus,Burung Gereja Erasia,Japan,"Kin, Okinawa Prefecture",B,0:21,XC192405.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC191330,Passer montanus,Burung Gereja Erasia,Latvia,"Bauska, Semigalia",B,2:25,XC191330.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC191186,Passer montanus,Burung Gereja Erasia,Poland,"Marki, Wołomin County, Masovian Voivodeship",B,1:01,XC191186.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC189363,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:20,XC189363.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC187911,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:56,XC187911.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC187184,Passer montanus,Burung Gereja Erasia,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvash Republic",B,0:38,XC187184.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC187034,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:15,XC187034.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC187033,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,2:51,XC187033.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC187031,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:11,XC187031.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC186295,Passer montanus,Burung Gereja Erasia,Kazakhstan,"Zhabagly, South Kazakhstan province",B,0:16,XC186295.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC186173,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,2:08,XC186173.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC186172,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:46,XC186172.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC186171,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:44,XC186171.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC186170,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:17,XC186170.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC185713,Passer montanus,Burung Gereja Erasia,Uzbekistan,"Tashkent, Tashkent Province",B,1:10,XC185713.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC185146,Passer montanus,Burung Gereja Erasia,Uzbekistan,"Karaulbazar District, Bukhara Province",B,1:51,XC185146.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC184527,Passer montanus,Burung Gereja Erasia,Kazakhstan,"Yrgyz District, Aktobe",B,3:19,XC184527.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC184526,Passer montanus,Burung Gereja Erasia,Kazakhstan,"Yrgyz District, Aktobe",B,1:48,XC184526.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182402,Passer montanus,Burung Gereja Erasia,Kazakhstan,"Martuk District, Aktobe",B,0:31,XC182402.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182400,Passer montanus,Burung Gereja Erasia,Kazakhstan,"Martuk District, Aktobe",B,0:35,XC182400.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182243,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:48,XC182243.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182242,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,0:33,XC182242.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182238,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:51,XC182238.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182224,Passer montanus,Burung Gereja Erasia,Russian Federation,"Sharlyksky District, Orenburgskaya oblast",B,0:42,XC182224.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC182223,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:27,XC182223.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182215,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:28,XC182215.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182209,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,2:36,XC182209.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182205,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:33,XC182205.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182200,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC182200.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182194,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,2:26,XC182194.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182193,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,2:09,XC182193.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182189,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",B,3:17,XC182189.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182187,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",B,2:31,XC182187.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182185,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",B,1:56,XC182185.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC182184,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale (near  West Lutton), North Yorkshire, England",B,0:49,XC182184.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181271,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:17,XC181271.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181270,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:39,XC181270.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC181218,Passer montanus,Burung Gereja Erasia,Denmark,Blaavand,B,0:31,XC181218.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180028,Passer montanus,Burung Gereja Erasia,France,"Crassy, Divonne, Ain",B,1:10,XC180028.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180017,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,2:08,XC180017.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180016,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:04,XC180016.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180015,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:34,XC180015.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180014,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:36,XC180014.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180013,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:22,XC180013.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180012,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:46,XC180012.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180011,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:53,XC180011.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC180010,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:54,XC180010.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC178204,Passer montanus,Burung Gereja Erasia,Spain,"El Baix Ebre (near  Deltebre), Tarragona, Catalonia",B,0:22,XC178204.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC177681,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:17,XC177681.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC177680,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:35,XC177680.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC177669,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,1:01,XC177669.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC175712,Passer montanus,Burung Gereja Erasia,Russian Federation,"Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",B,1:33,XC175712.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC172675,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,0:33,XC172675.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC171076,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",B,0:40,XC171076.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC171038,Passer montanus,Burung Gereja Erasia,Finland,"Vuontisjärvi, Tunturi-Lappi, Lapland",B,0:29,XC171038.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170373,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия",B,1:25,XC170373.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170317,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",B,1:59,XC170317.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170290,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,2:42,XC170290.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC170278,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:03,XC170278.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC169706,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashia",B,0:27,XC169706.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168778,Passer montanus,Burung Gereja Erasia,Japan,"Tsurui, Hokkaido",B,2:43,XC168778.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168663,Passer montanus,Burung Gereja Erasia,Poland,"Jeżyce, Poznań, Wielkopolskie Voivodeship",B,1:51,XC168663.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168534,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",B,1:14,XC168534.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168267,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",B,0:09,XC168267.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168255,Passer montanus,Burung Gereja Erasia,Russian Federation,"Cheboksary, gorod Cheboksary, Chuvashskaya Respublika",B,0:36,XC168255.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168168,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:10,XC168168.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168167,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:09,XC168167.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168166,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:10,XC168166.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168165,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:09,XC168165.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168164,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,4:10,XC168164.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168161,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",B,3:07,XC168161.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168003,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC168003.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168002,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC168002.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC168001,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:14,XC168001.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167999,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:06,XC167999.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167998,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:06,XC167998.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167997,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:33,XC167997.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167543,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:48,XC167543.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC167542,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,0:33,XC167542.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167541,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:11,XC167541.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167540,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:51,XC167540.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167538,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:05,XC167538.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167536,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC167536.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167534,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:13,XC167534.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167533,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:10,XC167533.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167532,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:27,XC167532.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167183,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:08,XC167183.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC167180,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:15,XC167180.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165972,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC165972.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165970,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC165970.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165968,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC165968.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165965,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC165965.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC165929,Passer montanus,Burung Gereja Erasia,Germany,"Augsburg, Hugenotten Weg",B,2:09,XC165929.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC164531,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC164531.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC163351,Passer montanus,Burung Gereja Erasia,Finland,"Uusikaupunki, Southwest Finland",B,3:05,XC163351.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161983,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC161983.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161982,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC161982.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161980,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC161980.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161978,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,2:09,XC161978.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161976,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:31,XC161976.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161975,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,0:50,XC161975.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC161757,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:33,XC161757.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC158594,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,2:12,XC158594.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC158593,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:24,XC158593.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC158592,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:32,XC158592.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157751,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC157751.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157750,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC157750.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157749,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,1:38,XC157749.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157748,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC157748.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157747,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC157747.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157746,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:11,XC157746.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC157745,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,4:10,XC157745.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC156914,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Lipowiec Kościelny (near  Turza Mała), Mława County, Masovian Voivodeship",B,0:18,XC156914.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC156723,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  West Lutton), North Yorkshire, England",B,3:09,XC156723.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
