id_xc,nama_ilmiah,nama_indonesia,nama_inggris,negara,lokasi,kualitas,jenis_suara,perekam,tanggal,durasi,url_halaman,nama_file,file_tersedia
XC746945,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,"Helgøya, Ringsaker, Hedmark",B,song,Elias A. Ryberg,2022-03-23,1:45,https://xeno-canto.org/746945,XC746945.mp3,Ya
XC745013,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"San Giovanni in Fiore, Province of Cosenza, Calabria",B,song,Gianluca Congi,2022-05-21,0:27,https://xeno-canto.org/745013,XC745013.mp3,Ya
XC741856,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Rydzyna (near  Tarnowałąka), leszczyński, Greater Poland Voivodeship",B,flight call,Grzegorz Lorek,2022-03-06,0:08,https://xeno-canto.org/741856,XC741856.mp3,Ya
XC741697,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzemieniewo (near  Bojanice), leszczyński, Wielkopolskie",B,"call, hatchling or nestling, wing beats",Grzegorz Lorek,2022-07-22,0:15,https://xeno-canto.org/741697,XC741697.mp3,Ya
XC741695,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzemieniewo (near  Bojanice), leszczyński, Wielkopolskie",B,"call, hatchling or nestling, wing beats",Grzegorz Lorek,2022-07-22,0:04,https://xeno-canto.org/741695,XC741695.mp3,Ya
XC741693,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzemieniewo (near  Bojanice), leszczyński, Wielkopolskie",B,"call, hatchling or nestling, wing beats",Grzegorz Lorek,2022-07-22,0:29,https://xeno-canto.org/741693,XC741693.mp3,Ya
XC737731,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Latvia,"Penderi, Valles pagasts",B,song,Agris Celmins,2006-03-24,0:24,https://xeno-canto.org/737731,XC737731.mp3,Ya
XC737730,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Kazakhstan,"Kurty, Ile District",B,call,Agris Celmins,2022-06-13,0:43,https://xeno-canto.org/737730,XC737730.mp3,Ya
XC734346,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Vietnam,"Quảng An, Tây Hồ, Hà Nội",B,call,Bram Piot,2022-06-16,0:35,https://xeno-canto.org/734346,XC734346.mp3,Ya
XC732474,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,Garden,B,uncertain,Franek J,2022-06-17,0:32,https://xeno-canto.org/732474,XC732474.mp3,Ya
XC732382,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,Garden,B,call,Franek J,2022-06-17,0:32,https://xeno-canto.org/732382,XC732382.mp3,Ya
XC731751,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Sala Municipality, Västmanland County",B,call,Marc Anderson,2022-06-04,0:05,https://xeno-canto.org/731751,XC731751.mp3,Ya
XC730897,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,"Kinabatangan District (near  Kinabatangan), Bahagian Sandakan, Sabah",B,"call, song",GABRIEL LEITE,2022-05-28,0:26,https://xeno-canto.org/730897,XC730897.mp3,Ya
XC729400,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,"call, song, wing beats",Ray Tsu 诸仁,2022-06-04,4:46,https://xeno-canto.org/729400,XC729400.mp3,Ya
XC729391,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,"call, wing beats",Ray Tsu 诸仁,2022-06-04,1:58,https://xeno-canto.org/729391,XC729391.mp3,Ya
XC729387,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Miska likarnia #6, Dnipro",B,call,African,2022-06-05,0:14,https://xeno-canto.org/729387,XC729387.mp3,Ya
XC729097,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Dnipropetrovs'ka city council (near  Dnipro), Dnipropetrovs'ka oblast",B,call,African,2022-06-04,0:07,https://xeno-canto.org/729097,XC729097.mp3,Ya
XC727518,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,"call, dawn song, wing beats",Ray Tsu 诸仁,2022-05-10,2:38,https://xeno-canto.org/727518,XC727518.mp3,Ya
XC726260,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement de Rouen (near  Jumièges), Seine-Maritime, Normandie, Abbaye de Jumièges",B,song,Olivier SWIFT,2022-05-20,0:14,https://xeno-canto.org/726260,XC726260.mp3,Ya
XC725400,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-05-16,2:00,https://xeno-canto.org/725400,XC725400.mp3,Ya
XC725383,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-05-11,1:10,https://xeno-canto.org/725383,XC725383.mp3,Ya
XC725382,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-05-11,2:24,https://xeno-canto.org/725382,XC725382.mp3,Ya
XC724352,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Alfés, el Segrià, Catalunya",B,call,Jordi Calvet,2022-04-29,0:29,https://xeno-canto.org/724352,XC724352.mp3,Ya
XC724136,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,"call, wing beats",Ray Tsu 诸仁,2022-05-12,0:20,https://xeno-canto.org/724136,XC724136.mp3,Ya
XC720872,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-04-19,1:32,https://xeno-canto.org/720872,XC720872.mp3,Ya
XC720869,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-04-19,1:18,https://xeno-canto.org/720869,XC720869.mp3,Ya
XC720868,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",B,song,Ruslan Mazuryk,2022-04-19,0:16,https://xeno-canto.org/720868,XC720868.mp3,Ya
XC717520,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United States,"Tama (near  Burlington), Des Moines, Iowa",B,call,Bobby Wilcox,2022-03-17,1:44,https://xeno-canto.org/717520,XC717520.mp3,Ya
XC717229,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Dresden, Sachsen",B,call,David Kuster,2022-04-21,0:14,https://xeno-canto.org/717229,XC717229.mp3,Ya
XC716156,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Leszno, Leszno, wielkopolskie",B,call,Michał Jezierski,2022-04-17,4:15,https://xeno-canto.org/716156,XC716156.mp3,Ya
XC715872,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Jelcz-Laskowice (near  Jelcz-Laskowice), Powiat oławski, Dolnośląskie",B,call,Grzegorz Lorek,2021-10-02,0:25,https://xeno-canto.org/715872,XC715872.mp3,Ya
XC715491,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Bempton Cliffs, East Riding of Yorkshire, England",B,flight call,Calum Mckellar,2022-04-14,0:19,https://xeno-canto.org/715491,XC715491.mp3,Ya
XC714145,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Bempton Cliffs, East Riding of Yorkshire, England",B,"flight call, wingbeats",Andrew Harrop,2022-04-08,0:05,https://xeno-canto.org/714145,XC714145.mp3,Ya
XC713917,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Avranches (near  Pontorson), Manche, Normandie",B,"call, song",Franck Letellier ,2022-04-03,0:31,https://xeno-canto.org/713917,XC713917.mp3,Ya
XC713909,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Avranches (near  Pontorson), Manche, Normandie",B,call,Franck Letellier ,2022-02-27,0:40,https://xeno-canto.org/713909,XC713909.mp3,Ya
XC713874,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Arrondissement d'Avranches (near  Pontorson), Manche, Normandie",B,"call, song",Franck Letellier ,2021-07-01,0:56,https://xeno-canto.org/713874,XC713874.mp3,Ya
XC713556,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Estonia,"Tartu, Tartu City, Tartu maakond",B,song,Uku Paal,2022-03-25,1:18,https://xeno-canto.org/713556,XC713556.mp3,Ya
XC712553,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Laos,"That Luang lake & fields, Vientiane Prefecture",B,call,Bram Piot,2022-04-01,0:09,https://xeno-canto.org/712553,XC712553.mp3,Ya
XC711928,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ireland,"Cloughmartin, North Tipperary, County Tipperary",B,call,Mr Mark Shorten,2022-03-29,0:26,https://xeno-canto.org/711928,XC711928.mp3,Ya
XC710695,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,call,Ray Tsu 诸仁,2021-05-04,1:15,https://xeno-canto.org/710695,XC710695.mp3,Ya
XC710684,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,call,Ray Tsu 诸仁,2021-06-27,0:32,https://xeno-canto.org/710684,XC710684.mp3,Ya
XC710682,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Tianlin Community, Shanghai",B,"call, flight call, wing beats",Ray Tsu 诸仁,2021-06-27,0:14,https://xeno-canto.org/710682,XC710682.mp3,Ya
XC710251,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Karlshamn, Karlshamn Municipality, Blekinge län",B,call,Mats Olsson,2022-03-16,0:26,https://xeno-canto.org/710251,XC710251.mp3,Ya
XC709543,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Puotila, Helsinki, Uusimaa",B,"call, song",Hannu Varkki,2022-03-19,2:15,https://xeno-canto.org/709543,XC709543.mp3,Ya
XC709542,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Puotila, Helsinki, Uusimaa",B,"call, song",Hannu Varkki,2022-03-19,1:25,https://xeno-canto.org/709542,XC709542.mp3,Ya
XC709540,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Puotila, Helsinki, Uusimaa",B,call,Hannu Varkki,2022-03-19,0:21,https://xeno-canto.org/709540,XC709540.mp3,Ya
XC709535,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Landsort, Nynäshamn Municipality, Stockholms län",B,"call, song",Alan Dalton,2022-03-13,0:15,https://xeno-canto.org/709535,XC709535.mp3,Ya
XC707786,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany, Bobingen / Schwettinger  -in  Bayern,B,"call, song",johannes buhl,2022-03-10,2:19,https://xeno-canto.org/707786,XC707786.mp3,Ya
XC707550,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Switzerland,"Biel Benken BL, Stöckmatten (near  Biel-Benken), Arlesheim District, Basel-Landschaft",B,"call, song",Nicolas Martinez,2022-03-09,0:15,https://xeno-canto.org/707550,XC707550.mp3,Ya
XC707492,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,France,"Pontorson, Manche, Normandie",B,call,Sonothèque ADVL,2022-03-01,0:09,https://xeno-canto.org/707492,XC707492.mp3,Ya
XC706372,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"KGV Lausa e.V. (near  Dresden), Sachsen",B,call,David Kuster,2022-03-05,0:10,https://xeno-canto.org/706372,XC706372.mp3,Ya
XC704962,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,call,Lars Edenius,2022-02-28,0:26,https://xeno-canto.org/704962,XC704962.mp3,Ya
XC703051,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Lörrach, Freiburg, Baden-Württemberg",B,uncertain,Steffen Hartmann,2022-02-18,0:13,https://xeno-canto.org/703051,XC703051.mp3,Ya
XC701696,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",B,call,Karol Łanocha,2022-02-11,0:56,https://xeno-canto.org/701696,XC701696.mp3,Ya
XC700598,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Singapore,Singapore,B,song,Kim Chuah Lim,2022-02-03,0:42,https://xeno-canto.org/700598,XC700598.mp3,Ya
XC700412,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Jindong Temple, Xinzhou, Shanxi",B,call,ely what,2022-02-04,0:18,https://xeno-canto.org/700412,XC700412.mp3,Ya
XC700317,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Cassano all'Ionio, Province of Cosenza, Calabria",B,call,Francesco Sottile,2022-02-04,0:43,https://xeno-canto.org/700317,XC700317.mp3,Ya
XC700315,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Cassano all'Ionio, Province of Cosenza, Calabria",B,call,Francesco Sottile,2022-02-04,1:04,https://xeno-canto.org/700315,XC700315.mp3,Ya
XC700141,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Singapore,"Singapore Quarry, Singapore",B,uncertain,Kim Chuah Lim,2022-02-03,0:42,https://xeno-canto.org/700141,XC700141.mp3,Ya
XC699886,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Cabaña mirador de aves. El Oso. (near  El Oso), Ávila, Castilla y León",B,"alarm call, call",SonoNatura,2022-01-31,4:07,https://xeno-canto.org/699886,XC699886.mp3,Ya
XC699131,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Rydzyna (near  Kłoda), leszczyński, Wielkopolskie",B,call,Grzegorz Lorek,2021-11-06,0:40,https://xeno-canto.org/699131,XC699131.mp3,Ya
XC699014,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Milicz (near  Wrocławice), Milicz County, Lower Silesian Voivodeship",B,call,Grzegorz Lorek,2022-01-24,1:07,https://xeno-canto.org/699014,XC699014.mp3,Ya
XC698692,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",B,call,Karol Łanocha,2022-01-24,1:19,https://xeno-canto.org/698692,XC698692.mp3,Ya
XC698122,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",B,call,Karol Łanocha,2022-01-19,0:34,https://xeno-canto.org/698122,XC698122.mp3,Ya
XC697571,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Comarca de Ávila (near  El Oso), Ávila, Castilla y León",B,uncertain,Fernando aranguren jiménez,2022-01-15,0:35,https://xeno-canto.org/697571,XC697571.mp3,Ya
XC697507,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Kompleks Rezerwatowy Stawno (near  Ruda Milicka), milicki, Województwo dolnośląskie",B,"alarm call, call",Romuald Mikusek,2020-09-16,1:13,https://xeno-canto.org/697507,XC697507.mp3,Ya
XC696737,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,China,"Ji Ning, Shan Dong",B,call,Zhou Zhe 周哲,2021-12-04,0:15,https://xeno-canto.org/696737,XC696737.mp3,Ya
XC696161,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Hungary,"Körösnagyharsány, Sarkad District, Békés County",B,"alarm call, begging call, hatchling or nestling, se",András Schmidt,2021-08-21,0:59,https://xeno-canto.org/696161,XC696161.mp3,Ya
XC696073,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",B,call,Karol Łanocha,2022-01-07,0:18,https://xeno-canto.org/696073,XC696073.mp3,Ya
XC692604,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Zamora (Río Duero), Castilla y León",B,call,Santiago Caballero Carrera,2020-07-06,0:18,https://xeno-canto.org/692604,XC692604.mp3,Ya
XC691831,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,song,Lars Edenius,2021-12-17,0:28,https://xeno-canto.org/691831,XC691831.mp3,Ya
XC690646,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,call,Lars Edenius,2021-12-09,0:37,https://xeno-canto.org/690646,XC690646.mp3,Ya
XC690644,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,call,Lars Edenius,2021-12-09,0:34,https://xeno-canto.org/690644,XC690644.mp3,Ya
XC687471,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ireland,"Tory Island, County Donegal, County Donegal",B,call,Irish Wildlife Sounds,2021-08-27,0:55,https://xeno-canto.org/687471,XC687471.mp3,Ya
XC687310,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Norway,"Holm, Bindal, Nordland",B,flight call,Niels Van Doninck,2021-06-05,0:03,https://xeno-canto.org/687310,XC687310.mp3,Ya
XC685162,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,call,Lars Edenius,2021-11-08,0:16,https://xeno-canto.org/685162,XC685162.mp3,Ya
XC684077,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Singapore,Marina Bridge (near  Singapore),B,call,Kim Chuah Lim,2021-10-31,0:30,https://xeno-canto.org/684077,XC684077.mp3,Ya
XC683941,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Villa Mattoni, TE",B,call,Dimitri,2021-11-01,0:40,https://xeno-canto.org/683941,XC683941.mp3,Ya
XC683591,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Umeå stad, Västerbottens län",B,"call, wing flutter",Lars Edenius,2021-10-31,0:56,https://xeno-canto.org/683591,XC683591.mp3,Ya
XC683396,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Solna, Solna Municipality, Stockholms län",B,song,Max Karlsson,2021-10-26,0:18,https://xeno-canto.org/683396,XC683396.mp3,Ya
XC682004,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Villa Mattoni, TE",B,"call, flight call",Dimitri,2021-10-22,0:11,https://xeno-canto.org/682004,XC682004.mp3,Ya
XC682002,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Villa Mattoni, TE",B,call,Dimitri,2021-10-22,0:31,https://xeno-canto.org/682002,XC682002.mp3,Ya
XC680542,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Botanicheskiy sad (near  Cheboksary), Gorod Cheboksary, Chuvashia Republic",B,song,Albert Lastukhin,2021-03-07,1:46,https://xeno-canto.org/680542,XC680542.mp3,Ya
XC679885,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Netherlands,"Brederolaan, Eindhoven, Noord-Brabant",B,call,Jorge Leitão,2019-04-21,1:28,https://xeno-canto.org/679885,XC679885.mp3,Ya
XC679531,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Vurmankasy, Gorod Cheboksary, Chuvashia",B,call,Albert Lastukhin,2021-05-04,0:13,https://xeno-canto.org/679531,XC679531.mp3,Ya
XC679530,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Vurmankasy, Gorod Cheboksary, Chuvashia",B,song,Albert Lastukhin,2021-05-04,1:04,https://xeno-canto.org/679530,XC679530.mp3,Ya
XC679355,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Croatia,"Kupina, Općina Oprisavci, Brodsko-posavska županija",B,"call, duet",Domagoj Tomičić,2021-10-09,0:30,https://xeno-canto.org/679355,XC679355.mp3,Ya
XC679319,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belarus,"Dubrava, Brescki rajon, Brest Region",B,call,Roman Cheprasov,2021-09-26,0:39,https://xeno-canto.org/679319,XC679319.mp3,Ya
XC678326,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Jelcz-Laskowice (near  Jelcz-Laskowice), Powiat oławski, Dolnośląskie",B,call,Ireneusz Oleksik,2021-10-02,1:06,https://xeno-canto.org/678326,XC678326.mp3,Ya
XC672385,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Osieczna (near  Drzeczkowo), leszczyński, Wielkopolskie",B,call,Grzegorz Lorek,2021-02-28,3:07,https://xeno-canto.org/672385,XC672385.mp3,Ya
XC672271,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Rydzyna (near  Nowa Wieś), leszczyński, Wielkopolskie",B,call,Grzegorz Lorek,2021-04-18,11:07,https://xeno-canto.org/672271,XC672271.mp3,Ya
XC670242,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzywiń (near  Krzywiń), kościański, wielkopolskie",B,"call, flight call",Ireneusz Oleksik,2021-08-10,1:26,https://xeno-canto.org/670242,XC670242.mp3,Ya
XC670239,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzywiń (near  Krzywiń), kościański, wielkopolskie",B,call,Ireneusz Oleksik,2021-08-10,1:39,https://xeno-canto.org/670239,XC670239.mp3,Ya
XC670238,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Krzywiń (near  Krzywiń), kościański, wielkopolskie",B,call,Ireneusz Oleksik,2021-08-10,3:12,https://xeno-canto.org/670238,XC670238.mp3,Ya
XC669475,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Castel Focognano (Rassina), Provincia di Arezzo, Toscana",B,begging call,Filippo Ceccolini,2020-05-21,0:43,https://xeno-canto.org/669475,XC669475.mp3,Ya
XC669474,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Castel Focognano (Rassina), Provincia di Arezzo, Toscana",B,call,Filippo Ceccolini,2021-04-03,0:14,https://xeno-canto.org/669474,XC669474.mp3,Ya
XC669471,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Italy,"Castel Focognano (Rassina), Provincia di Arezzo, Toscana",B,song,Filippo Ceccolini,2020-06-18,0:13,https://xeno-canto.org/669471,XC669471.mp3,Ya
XC669223,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Osieczna (near  Kąty), leszczyński, Wielkopolskie",B,call,Grzegorz Lorek,2021-03-28,0:13,https://xeno-canto.org/669223,XC669223.mp3,Ya
XC668662,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Nävekvarn, Nyköping Municipality, Södermanlands län",B,"call, song",Hans Norelius,2021-07-23,2:20,https://xeno-canto.org/668662,XC668662.mp3,Ya
XC666859,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ireland,"Tory Island, County Donegal, County Donegal",B,call,Irish Wildlife Sounds,2021-06-05,1:33,https://xeno-canto.org/666859,XC666859.mp3,Ya
XC665132,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,song,Ireneusz Oleksik,2021-07-20,0:41,https://xeno-canto.org/665132,XC665132.mp3,Ya
XC665130,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,song,Ireneusz Oleksik,2021-07-23,1:43,https://xeno-canto.org/665130,XC665130.mp3,Ya
XC665128,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,call,Ireneusz Oleksik,2021-07-20,0:07,https://xeno-canto.org/665128,XC665128.mp3,Ya
XC665127,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,"call, flight call",Ireneusz Oleksik,2021-07-23,0:06,https://xeno-canto.org/665127,XC665127.mp3,Ya
XC665126,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,"call, flight call",Ireneusz Oleksik,2021-07-23,0:40,https://xeno-canto.org/665126,XC665126.mp3,Ya
XC665125,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,"call, flight call",Ireneusz Oleksik,2021-07-23,0:07,https://xeno-canto.org/665125,XC665125.mp3,Ya
XC665123,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Narewka (near  Siemianówka), Powiat hajnowski, Podlaskie",B,call,Ireneusz Oleksik,2021-07-19,0:17,https://xeno-canto.org/665123,XC665123.mp3,Ya
XC659575,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,Dongyin Vegetable Garden,B,call,Sunny Tseng,2021-04-17,0:21,https://xeno-canto.org/659575,XC659575.mp3,Ya
XC659221,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Taiwan,Dongyin Vegetable garden,B,call,Sunny Tseng,2021-04-16,0:42,https://xeno-canto.org/659221,XC659221.mp3,Ya
XC658365,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"La Litera (near  Tamarite de Litera), Huesca, Aragón",B,call,Eduardo Realinho,2021-06-20,0:10,https://xeno-canto.org/658365,XC658365.mp3,Ya
XC656912,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belarus,"Dubrava, Brescki rajon, Brest Region",B,alarm call,Roman Cheprasov,2021-06-11,0:45,https://xeno-canto.org/656912,XC656912.mp3,Ya
XC656596,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,South Korea,"Gimje, Jeollabuk-do",B,call,Wonseok Jang,2021-06-12,0:40,https://xeno-canto.org/656596,XC656596.mp3,Ya
XC656083,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belarus,"Dubrava, Brescki rajon, Brest Region",B,call,Roman Cheprasov,2021-06-07,0:55,https://xeno-canto.org/656083,XC656083.mp3,Ya
XC656081,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Belarus,"Dubrava, Brescki rajon, Brest Region",B,call,Roman Cheprasov,2021-06-07,0:35,https://xeno-canto.org/656081,XC656081.mp3,Ya
